SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511611,DCM FINANCIA,T ,Q,2.78,2.78,2.78,2.78,2.78,2.78,2,1000,2780.00,
511628,IMCAP       ,X ,Q,28.75,28.80,28.75,28.80,28.80,26.20,3,172,4945.00,
511630,SAMBHAAV MED,B ,Q,7.20,7.20,7.10,7.20,7.20,7.08,11,2883,20724.00,
511654,SUGAL DAM   ,X ,Q,14.00,14.01,14.00,14.01,14.01,13.75,3,524,7336.00,
511658,NETTLINX LTD,X ,Q,57.90,58.45,56.00,57.60,56.00,57.05,25,8711,505226.00,
511676,GIC HOUSING ,A ,Q,387.90,394.75,385.00,391.35,391.35,380.55,272,6298,2460390.00,
511692,AJCON GLOBAL,X ,Q,26.90,26.90,26.90,26.90,26.90,28.30,1,50,1345.00,
511700,STD.CAP.MRKT,XT,Q,1.43,1.43,1.43,1.43,1.43,1.43,1,200,286.00,
511716,ESCORT FINAN,XT,Q,5.16,5.20,5.16,5.20,5.20,5.43,11,4564,23566.00,
511724,BAID LEASING,X ,Q,142.90,143.70,136.00,140.00,140.00,139.50,61,4393,618506.00,
511726,VIPUL LTD   ,B ,Q,52.00,53.00,52.00,52.95,52.95,51.65,11,4845,253580.00,
511730,TRC FINAN.SE,XT,Q,27.70,27.70,27.70,27.70,27.70,28.25,3,900,24930.00,
511736,USHDEV INTNL,X ,Q,1.39,1.60,1.39,1.55,1.55,1.54,51,29446,41197.00,
511742,CHOKHANI SEC,X ,Q,160.85,166.90,160.85,162.75,163.00,164.05,38,3329,539238.00,
511754,SHALIB.FINAN,X ,Q,138.00,143.95,137.00,140.05,143.95,136.70,11,457,63973.00,
511758,MANSI FINANC,XT,Q,30.60,30.60,30.60,30.60,30.60,32.20,1,2,61.00,
511764,UPASANA FIN.,XT,Q,46.00,47.75,45.00,47.25,47.20,46.90,17,6208,293042.00,
511766,MUTHOOT CAP ,B ,Q,924.00,924.00,902.60,908.30,902.60,915.00,19,98,89198.00,
511768,MASTER TRUST,X ,Q,60.30,60.30,60.30,60.30,60.30,62.25,1,50,3015.00,
512018,CNI RES LTD ,X ,Q,2.90,3.39,2.80,2.87,3.08,2.86,45,544102,1754764.00,
512048,LUHARUKA    ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.50,2,12500,6125.00,
512068,DECCANGOLD  ,XT,Q,45.20,45.75,43.50,43.85,43.50,45.20,165,44125,1981360.00,
512070,UPL         ,A ,Q,694.05,707.80,688.85,702.65,705.00,693.75,1161,67452,47216765.00,
512093,CRANES SOFTW,B ,Q,1.44,1.67,1.44,1.51,1.51,1.60,62,72859,107855.00,
512131,SIGNET IND  ,B ,Q,6.75,6.85,6.15,6.64,6.69,6.12,86,48132,317955.00,
512149,ADVANCE TECH,X ,Q,0.66,0.66,0.66,0.66,0.66,0.67,7,21751,14355.00,
512161,8KMILES     ,B ,Q,540.00,567.20,540.00,557.00,557.00,536.35,1758,59883,33408943.00,
512165,ABANSENT    ,XT,Q,9.93,9.93,9.93,9.93,9.93,9.46,1,6,59.00,
512175,VAMA INDS   ,X ,Q,14.75,17.75,14.75,15.40,15.40,16.35,109,44154,670634.00,
512179,SUNTECK REAL,A ,Q,377.00,390.80,375.00,387.55,386.75,376.90,1137,81931,31483451.00,
512217,PRISM MEDI  ,XT,Q,20.70,21.00,20.70,20.95,20.95,21.75,19,2335,48731.00,
512237,JAI CORP LTD,A ,Q,120.00,126.30,120.00,125.40,125.40,121.10,2007,283356,35193804.00,
512247,ASHIRWAD CAP,X ,Q,2.95,2.95,2.83,2.94,2.94,2.87,45,76725,224400.00,
512257,SVARTCORP   ,X ,Q,5.20,5.36,4.53,4.88,4.88,4.65,174,35242,171573.00,
512267,MEDIA MATRIX,X ,Q,4.56,4.56,4.55,4.55,4.55,4.55,4,2488,11335.00,
512289,SHIRPUR GOLD,B ,Q,110.65,110.65,110.05,110.05,110.05,108.05,5,39,4294.00,
512296,BHAGYA INL  ,B ,Q,40.90,42.90,40.70,41.25,41.25,40.10,74,9049,378773.00,
512297,SHANTAI     ,X ,Q,113.00,113.00,102.30,103.40,103.00,112.45,17,239,24993.00,
512301,CHAMBAL BREW,XT,Q,2.19,2.19,2.19,2.19,2.19,2.15,1,1,2.00,
512393,SHARDUL SECU,X ,Q,43.10,44.95,42.75,44.95,44.95,44.95,4,101,4336.00,
512399,KAPASHI COMM,XT,Q,88.10,88.10,88.10,88.10,88.10,89.85,1,10,881.00,
512425,NIRAV COMMER,X ,Q,272.15,273.70,272.15,273.70,273.70,286.00,6,53,14501.00,
512437,APOLLO FIN I,XT,Q,35.35,35.35,35.35,35.35,35.35,34.70,6,7300,258055.00,
512453,SHRI JAGDAMB,X ,Q,231.50,231.50,212.00,223.70,223.70,220.50,64,3545,807315.00,
512455,LLOYDS MET E,X ,Q,15.00,15.00,14.20,14.65,14.65,14.10,33,17424,254950.00,
512463,SHREE GLOBAL,XT,Q,2.04,2.04,2.04,2.04,2.04,2.14,3,1550,3162.00,
512493,GARNET INTL ,X ,Q,112.00,121.00,112.00,119.95,120.00,116.00,17,1058,126582.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,4,1.00,
512519,DONEAR IND. ,B ,Q,43.75,44.45,43.40,43.80,43.80,42.05,30,3784,165640.00,
512527,SUPER SAL IN,X ,Q,660.20,680.95,625.00,644.30,647.00,667.05,46,485,313467.00,
512529,SEQUENT     ,B ,Q,50.10,53.50,50.10,52.20,51.65,50.60,512,33344,1747175.00,
512531,STC INDIA   ,B ,Q,130.95,134.10,130.95,133.45,133.45,129.95,364,13399,1781156.00,
512559,KOHINORFOODS,B ,Q,49.20,50.90,49.20,50.45,50.70,49.20,173,7680,385725.00,
512573,AVANTI FEEDS,A ,Q,1680.00,1921.00,1679.00,1821.35,1821.35,1622.60,20571,285052,519858990.00,
512597,KEYNOTE CORP,B ,Q,61.50,61.50,61.00,61.50,61.50,64.15,6,404,24701.00,
512599,ADANI ENTER ,A ,Q,118.00,127.90,118.00,125.05,125.05,117.85,3855,812304,100666688.00,
512608,BHANDARI HOS,B ,Q,2.20,2.59,2.20,2.58,2.58,2.36,69,154767,386019.00,
512618,RLF LIMITED.,XT,Q,4.20,4.20,4.20,4.20,4.20,4.00,1,100,420.00,
512624,REGENTRP    ,X ,Q,3.51,3.51,3.37,3.51,3.51,3.35,3,301,1056.00,
512626,ORBIT EXPORT,B ,Q,138.50,141.00,138.50,141.00,141.00,138.50,6,300,41800.00,
512634,SAVERA IND  ,X ,Q,68.40,68.90,66.00,67.10,67.00,64.65,10,1716,113469.00,
513005,VBC FERRO   ,XT,Q,37.20,40.95,37.20,37.85,37.85,39.00,11,232,9384.00,
513010,TATA SPONGE ,A ,Q,1040.05,1096.90,1040.05,1088.65,1088.65,1055.00,357,7005,7554393.00,
513023,NAV BHAR VEN,A ,Q,138.45,139.90,136.30,137.45,137.10,137.20,1103,70128,9688634.00,
513043,REMI EDEL   ,X ,Q,32.70,32.70,32.70,32.70,32.70,32.00,1,5,163.00,
513059,G.S.AUTO INT,X ,Q,9.01,10.85,9.01,10.35,10.35,10.38,16,11050,113325.00,
513063,TRANSFREIGHT,XT,Q,12.78,12.78,12.78,12.78,12.78,13.45,2,500,6390.00,
513097,SHIV.BIMETAL,X ,Q,115.95,119.00,113.00,115.25,114.95,113.10,356,33254,3860244.00,
513108,GANDHI SP.TU,B ,Q,382.00,385.00,382.00,383.20,384.00,373.45,6,8,3068.00,
513121,ORICON ENT  ,B ,Q,40.60,41.85,40.25,41.65,41.60,39.70,423,53572,2196861.00,
513142,BALASORE    ,X ,Q,39.50,42.30,39.10,41.65,41.65,38.60,832,164981,6783384.00,
513149,ACROW INDIA ,XT,Q,99.80,110.30,99.80,110.30,110.30,105.05,3,105,10531.00,
513179,NAT STL AGRO,B ,Q,23.05,25.15,23.00,23.15,23.40,23.25,120,28311,665660.00,
513216,UTTAM GALVA ,B ,Q,12.00,12.40,11.80,11.92,11.92,12.08,839,337114,4065376.00,
513228,PENNAR STEEL,B ,Q,53.00,53.95,52.60,53.25,53.20,51.90,228,34121,1813606.00,
513250,JYOTI STRUCT,Z ,Q,3.60,3.79,3.46,3.79,3.79,3.61,62,59380,212236.00,
513252,JAY USHIN   ,XT,Q,580.00,580.00,561.00,579.00,579.00,580.00,8,2591,1484754.00,
513262,ST.STR.WHEEL,B ,Q,1221.00,1283.00,1213.10,1270.50,1270.00,1186.50,155,1394,1749982.00,
513269,MAN IND.(I) ,B ,Q,116.10,121.00,114.85,120.10,120.10,115.50,217,19086,2278414.00,
513295,RUCHI STR AL,X ,Q,1.32,1.32,1.32,1.32,1.32,1.26,5,189,249.00,
513303,MODERN STEEL,XT,Q,10.30,10.30,10.25,10.25,10.25,10.34,2,130,1337.00,
513307,SYNTHIKO FOI,XT,Q,30.35,30.45,30.35,30.45,30.45,31.90,5,410,12479.00,
513335,METALFORGE  ,B ,Q,16.25,18.55,16.25,17.20,17.20,18.00,122,7613,131442.00,
513349,AJMERA      ,B ,Q,213.00,226.65,211.60,222.85,222.85,207.85,1406,52868,11662261.00,
513353,COCHIN MIN. ,X ,Q,126.00,126.10,121.90,122.60,122.60,124.00,33,2354,291157.00,
513361,ISW LTD     ,X ,Q,2.34,2.54,2.28,2.46,2.44,2.27,123,204198,479131.00,
513369,RAJKUMAR FRG,XT,Q,39.85,39.85,39.85,39.85,39.85,41.90,1,1,39.00,
513375,CARBORUNDUM ,A ,Q,330.10,342.00,329.00,331.50,331.50,326.65,165,3316,1105631.00,
513377,MINERAL&METL,A ,Q,32.80,33.45,32.60,33.15,33.15,32.25,617,153928,5088868.00,
513401,ASHIANA ISP.,X ,Q,30.00,30.00,28.65,28.75,28.65,30.00,2,11,316.00,
513403,PM TELELINN ,X ,Q,1.55,1.55,1.55,1.55,1.55,1.55,1,57,88.00,
513414,SMPL        ,T ,Q,0.87,0.89,0.87,0.89,0.89,0.90,3,2500,2185.00,
513434,TATA METALIK,B ,Q,715.00,745.00,715.00,733.35,732.00,707.00,547,10175,7441651.00,
513436,SHAH ALLOYS ,B ,Q,33.60,34.00,33.15,33.50,33.50,31.50,30,3542,118942.00,
513446,MONNETISPA  ,T ,Q,14.60,14.60,14.60,14.60,14.60,15.35,51,18447,269326.00,
513456,KANISHK ST. ,XT,Q,11.00,12.00,10.95,12.00,12.00,11.50,6,602,7118.00,
513472,SIMPLEX CAST,X ,Q,130.00,130.00,118.00,120.65,129.00,127.35,9,690,85220.00,
513509,KALYANI FORG,T ,Q,360.00,367.50,340.00,367.20,367.50,350.00,52,4481,1614281.00,
513511,PANCH.STEEL ,X ,Q,39.45,41.40,37.10,39.00,39.00,38.90,17,1612,62779.00,
513513,ADITYA ISPAT,X ,Q,6.00,6.01,6.00,6.01,6.01,6.00,7,25210,151262.00,
513515,S.R.INDUS.  ,X ,Q,12.19,12.19,12.19,12.19,12.19,12.43,3,320,3900.00,
513517,STEELCAST   ,X ,Q,168.00,172.95,164.00,164.80,164.00,162.20,41,3840,646418.00,
513519,PITTIENG    ,B ,Q,86.85,89.00,86.50,87.10,87.10,87.25,99,8916,781951.00,
513528,GLITTEK GRAN,X ,Q,2.87,2.87,2.79,2.79,2.79,2.74,11,10795,30858.00,
513532,PRADEEP MET.,X ,Q,88.00,93.70,88.00,92.80,92.80,87.95,8,220,20419.00,
513534,VARDHMAN IND,X ,Q,7.36,7.90,7.36,7.85,7.85,7.57,14,6689,52565.00,
513548,SHARDA ISPAT,XT,Q,92.70,92.70,92.70,92.70,92.70,88.70,1,1,92.00,
513554,MAHA STEEL  ,T ,Q,65.95,72.70,65.95,71.65,72.70,69.30,51,5750,402007.00,
513558,REAL STRIPS ,XT,Q,13.68,14.36,13.05,13.10,13.10,13.68,6,1515,20479.00,
513566,NOVA IRON&ST,XT,Q,9.03,9.90,9.03,9.10,9.10,9.50,18,5650,53642.00,
513597,SURANA INDS ,T ,Q,2.18,2.18,1.98,1.98,1.98,2.08,2,1010,2001.00,
513599,HIND.COPPER ,A ,Q,68.70,70.50,68.05,69.80,69.80,67.35,1928,415339,28915524.00,
513605,SRIPIPES    ,B ,Q,297.40,303.85,297.20,299.15,299.15,295.65,98,2299,689532.00,
513642,AXEL POLYMER,XT,Q,16.50,16.50,15.05,16.00,16.00,15.80,16,1450,22988.00,
513683,NLCINDIA    ,A ,Q,87.10,87.90,86.60,87.35,87.10,86.35,204,43036,3747724.00,
513687,SPECTRA IND.,X ,Q,22.45,26.00,22.35,24.10,24.10,22.00,62,8477,208776.00,
513691,JMT AUTO LTD,B ,Q,3.53,3.80,3.53,3.67,3.62,3.55,53,55968,205029.00,
513693,KIC METALIKS,X ,Q,234.10,234.10,234.10,234.10,234.10,238.85,3,228,53374.00,
513709,SHILP GRAVUR,X ,Q,117.00,118.90,113.50,115.70,115.50,112.80,63,1853,216377.00,
513713,WHITEORG    ,X ,Q,80.00,83.70,80.00,83.20,83.60,79.75,86,11993,996183.00,
513729,ARO GRANITE ,B ,Q,59.20,60.90,59.15,59.75,59.75,58.85,17,450,26862.00,
514010,HIM.FIBRES  ,X ,Q,3.49,4.09,3.43,3.50,3.50,3.49,27,6083,21457.00,
514028,RAJKAMAL SYN,XT,Q,15.15,15.15,15.15,15.15,15.15,14.60,1,5,75.00,
514030,DEEPAK SPINN,X ,Q,73.15,74.00,73.00,73.05,73.00,73.25,14,2901,212375.00,
514034,JBF IND.LTD ,T ,Q,74.55,75.00,72.75,72.75,72.75,76.55,150,142201,10366138.00,
514036,LOY.TEX MILL,X ,Q,600.00,600.00,526.05,548.40,550.00,560.00,12,152,82499.00,
514043,HIMAT.SEIDE ,B ,Q,344.00,354.00,344.00,352.00,353.00,344.80,242,9096,3187574.00,
514045,BSL LTD.    ,B ,Q,53.75,54.95,52.35,53.95,54.60,51.00,22,1184,63625.00,
514087,PBM POLYTEX ,X ,Q,83.95,83.95,80.10,80.15,82.55,81.20,14,462,37029.00,
514128,KONARK SYN. ,X ,Q,15.28,15.28,15.28,15.28,15.28,14.56,1,25,382.00,
514138,SURYALATA SP,X ,Q,128.30,128.30,128.25,128.30,128.30,126.25,6,185,23735.00,
514142,TT LTD.     ,B ,Q,82.30,83.85,81.75,83.65,83.85,81.70,24,1268,106007.00,
514144,UNIWORTH LTD,XT,Q,0.51,0.51,0.50,0.50,0.50,0.51,2,55,28.00,
514162,WELSPUN (I) ,A ,Q,56.90,59.30,54.65,55.60,55.60,56.40,2049,349202,19710491.00,
514165,IND.ACRYLICS,X ,Q,16.61,17.34,16.31,16.38,16.33,16.44,131,47976,797550.00,
514167,GANESH ECOSP,B ,Q,366.00,366.70,354.00,355.35,360.60,351.60,59,1000,355863.00,
514171,CEETA IND.  ,XT,Q,7.66,7.66,7.66,7.66,7.66,7.66,3,3000,22980.00,
514175,VARDHMAN POL,B ,Q,16.15,16.25,15.75,15.90,16.00,16.25,13,900,14423.00,
514183,BLA ROS IND ,X ,Q,43.00,46.40,43.00,46.15,46.20,45.00,38,5741,260205.00,
514211,SUMEET INDUS,B ,Q,17.40,18.95,17.40,18.92,18.92,17.30,1138,351360,6461963.00,
514215,BINNY LTD.  ,X ,Q,202.10,216.80,202.10,215.90,215.90,201.30,34,2522,538944.00,
514234,SANGAM INDIA,B ,Q,87.00,98.50,86.90,94.05,94.05,84.35,405,13863,1315092.00,
514266,ZENITH FIBRE,X ,Q,80.00,83.70,77.50,83.70,83.70,77.05,7,298,24015.00,
514274,AARVEE DENIM,B ,Q,34.50,35.90,34.50,35.85,35.90,34.30,13,1006,35867.00,
514286,ASHIMA LTD. ,B ,Q,23.00,24.15,23.00,23.20,23.20,22.50,139,44315,1046232.00,
514300,PIONEER EMB ,B ,Q,27.50,27.95,26.10,26.85,27.00,26.15,82,3005,81703.00,
514302,VIPPY SPIN. ,X ,Q,42.60,45.00,42.60,45.00,45.00,42.60,3,130,5610.00,
514312,JAY HIND SYN,XT,Q,4.17,4.37,4.17,4.37,4.37,4.17,2,290,1247.00,
514316,RAGHUVIR SYN,XT,Q,225.00,225.00,220.00,220.00,220.00,225.00,6,305,67175.00,
514318,JATTAINDUS  ,P ,Q,18.10,18.10,18.10,18.10,18.10,19.05,1,100,1810.00,
514322,KAMADGIRI   ,X ,Q,120.05,122.20,120.00,122.20,122.20,121.00,7,616,74729.00,
514326,PATSPIN INDI,B ,Q,12.85,13.50,11.80,13.06,13.25,13.05,23,2001,25900.00,
514330,OVERSEAS SYN,XT,Q,8.80,8.80,8.80,8.80,8.80,8.80,11,41315,363572.00,
514378,YARN SYNDICA,XT,Q,4.90,4.90,4.90,4.90,4.90,5.15,2,4600,22540.00,
514394,AJIL        ,X ,Q,67.25,69.35,63.20,66.95,66.95,68.90,17,226,15015.00,
514412,SARUPINDUS  ,X ,Q,54.95,55.00,50.65,52.05,52.00,54.00,18,728,38328.00,
514418,MANORG      ,X ,Q,205.00,211.90,202.00,208.40,206.50,203.75,53,6004,1253269.00,
514428,HINDU.ADHESI,X ,Q,105.00,105.00,99.00,105.00,105.00,93.50,11,404,41377.00,
514442,SRI KPR IND ,X ,Q,25.50,25.50,25.50,25.50,25.50,26.80,16,5341,136195.00,
514450,MAHA.RUBTECH,X ,Q,43.95,46.45,43.95,46.00,46.00,45.35,8,949,43583.00,
514460,OSWAL YARNS ,XT,Q,9.00,9.02,8.79,8.79,8.79,8.60,25,8450,74925.00,
514470,WIMSOME TEXT,B ,Q,33.00,35.90,33.00,34.90,34.50,32.30,33,14170,484366.00,
514474,FAIRDEAL FIL,X ,Q,83.00,87.70,83.00,87.70,87.70,83.55,13,1737,152130.00,
515018,REG.CERAMIC ,T ,Q,4.09,4.09,4.09,4.09,4.09,4.30,1,10,40.00,
515030,ASAHI IN.GLA,B ,Q,336.00,337.90,334.65,336.50,336.55,335.70,53,1391,467391.00,
515037,MURD.CERAM  ,B ,Q,37.00,38.30,36.50,37.70,37.75,36.10,165,29206,1092374.00,
515043,SAINT-GOBAIN,X ,Q,66.80,68.90,65.10,67.45,67.45,65.05,476,73220,4950867.00,
515055,ANANTRAJ    ,B ,Q,44.45,45.20,43.60,44.35,44.20,44.10,561,107717,4787043.00,
515085,RESTILE CER.,X ,Q,4.49,4.49,4.49,4.49,4.49,4.23,1,1,4.00,
515093,MADHAV MARB.,B ,Q,43.85,47.75,43.85,46.20,46.20,44.95,38,2028,92851.00,
515145,HIND.NAT.GLS,B ,Q,80.00,80.00,78.80,79.95,79.95,78.10,10,1101,88065.00,
515147,HALDYN GLASS,X ,Q,35.00,35.00,33.00,33.55,33.50,33.85,136,24572,831711.00,
516003,SARDA PLY.  ,X ,Q,108.00,108.40,104.05,108.40,108.40,103.25,15,946,101633.00,
516007,MANGALAM TIM,B ,Q,24.05,28.20,24.05,26.80,26.80,23.50,196,48977,1305461.00,
516016,SHREYANS IND,B ,Q,148.00,157.55,147.05,151.30,155.00,143.35,74,4759,713157.00,
516022,STAR PAPER  ,B ,Q,169.70,177.00,168.25,175.70,175.70,168.70,153,7302,1273921.00,
516030,YASH PAPERS ,X ,Q,67.00,71.70,67.00,70.50,70.50,67.65,334,40505,2824262.00,
516064,ARROWGREEN  ,B ,Q,172.35,172.35,172.35,172.35,172.35,181.40,14,588,101341.00,
516072,VISHNU CHEM ,B ,Q,270.00,304.90,265.50,282.80,282.80,259.85,342,11971,3475858.00,
516078,JUMBO BAG   ,Z ,Q,14.17,14.17,13.70,13.70,13.70,13.50,3,1601,21980.00,
516082,N.R.AGARWAL ,B ,Q,380.00,417.50,379.30,401.00,401.20,365.55,178,3730,1498106.00,
516086,SH.RAJES.PAP,XT,Q,9.00,9.60,8.70,9.60,9.60,9.15,4,800,7110.00,
516092,3PLAND      ,B ,Q,12.67,14.75,12.66,14.75,14.75,14.43,4,3602,49347.00,
516096,SANGAL PAPER,XT,Q,139.00,145.75,132.00,141.20,145.75,138.90,10,726,97685.00,
516106,SH.KARTHIK P,X ,Q,17.00,17.00,14.90,15.65,15.65,14.30,31,8884,136915.00,
516108,S.I.PAPER   ,XT,Q,102.00,102.00,97.00,98.00,98.00,100.25,17,1786,178510.00,
516110,SCANDENT    ,X ,Q,16.20,16.20,16.15,16.15,16.15,17.00,2,50,809.00,
517015,VINDHYA TELE,B ,Q,1004.00,1038.00,1004.00,1037.65,1038.00,983.90,37,272,278744.00,
517035,RUTTONSHA IN,X ,Q,38.30,43.15,38.30,40.10,40.10,38.15,8,404,16793.00,
517041,ADORWELDING ,B ,Q,321.65,345.50,321.25,344.20,343.00,321.65,83,2204,748486.00,
517044,INT.DATA MAN,XT,Q,15.75,15.75,14.25,14.25,14.25,15.00,6,154,2272.00,
517059,SALZER ELEC ,B ,Q,188.60,190.65,188.55,189.90,189.90,189.50,12,300,56837.00,
517063,JETINFOTRAN ,X ,Q,50.05,54.00,50.05,53.45,51.90,50.00,6,475,24887.00,
517080,HIGHGROUND  ,B ,Q,12.89,14.52,12.70,14.05,14.05,12.10,645,296850,4115962.00,
517119,PCS TECH    ,X ,Q,16.95,16.95,15.25,16.30,16.30,16.20,31,1015,16297.00,
517140,MOSER BEAR  ,T ,Q,2.66,2.75,2.66,2.66,2.66,2.79,78,69709,186229.00,
517146,USHA MART.LT,B ,Q,22.25,25.00,20.45,24.10,24.10,21.85,973,256222,5987300.00,
517166,SPEL SEMICON,X ,Q,8.99,9.44,8.99,9.26,9.26,8.99,10,3697,34485.00,
517168,SUBROS LTD. ,B ,Q,308.80,329.20,306.00,313.35,311.55,307.70,253,5034,1584224.00,
517174,HONEYWELL   ,B ,Q,18524.75,18530.00,18255.05,18377.15,18332.05,18509.60,28,45,828194.00,
517206,LUMAX IND   ,B ,Q,2139.10,2140.00,2100.00,2126.25,2132.00,2090.80,72,246,524079.00,
517214,SPICEMOBI   ,B ,Q,14.45,14.45,14.15,14.45,14.45,14.45,11,17144,247613.00,
517224,SUJANA INDUS,T ,Q,0.51,0.52,0.50,0.52,0.52,0.50,23,20952,10623.00,
517236,CALCOM VISIO,X ,Q,11.71,11.71,11.71,11.71,11.71,11.71,4,400,4684.00,
517238,DYNAVISION  ,XT,Q,72.80,72.80,72.80,72.80,72.80,72.90,2,40,2912.00,
517246,BCC FUBA    ,XT,Q,11.00,11.00,11.00,11.00,11.00,11.16,1,100,1100.00,
517264,FINELINE CI ,XT,Q,16.45,16.45,16.20,16.20,16.20,16.05,2,100,1632.00,
517271,HBL P SYS   ,B ,Q,34.40,35.50,34.25,35.25,35.50,34.00,455,65010,2272662.00,
517288,GUJARATPOLY ,X ,Q,13.80,13.85,13.80,13.85,13.85,14.10,4,361,4999.00,
517300,GUJ.IND.POW.,B ,Q,90.75,91.90,90.00,91.10,91.10,90.65,118,12424,1129710.00,
517330,CMI LTD.    ,B ,Q,251.45,268.30,251.25,257.25,257.25,249.90,477,16913,4413920.00,
517334,MOTHERSON SS,A ,Q,315.00,316.15,311.95,313.20,313.20,310.80,1543,83240,26120260.00,
517344,MINDTECK (I),T ,Q,49.80,49.80,46.15,47.05,48.45,47.95,33,2798,134620.00,
517354,HAVELLSINDIA,A ,Q,531.00,549.90,531.00,547.05,549.80,534.20,851,40618,22091496.00,
517356,ACI INFOCOM ,XT,Q,2.88,2.88,2.88,2.88,2.88,2.75,6,660,1900.00,
517370,INCAP LTD.  ,XT,Q,67.55,73.50,67.50,67.50,67.50,70.00,23,302,20399.00,
517372,GUJ.INTRUX  ,X ,Q,96.00,96.00,96.00,96.00,96.00,94.70,2,50,4800.00,
517380,IGARSHI MOT ,B ,Q,749.90,749.90,716.15,729.55,729.55,743.05,82,1409,1029754.00,
517385,SYMPHONY    ,A ,Q,1407.55,1425.05,1395.00,1403.00,1409.45,1407.55,208,1619,2281026.00,
517415,LEE&NEE SOFT,XT,Q,2.00,2.10,2.00,2.00,2.00,2.00,12,4546,9292.00,
517417,PATEL AIRTEM,X ,Q,151.55,152.05,148.35,150.10,150.00,151.85,35,3422,514691.00,
517421,BFLYGANDHI  ,B ,Q,360.85,368.00,335.10,365.60,365.00,352.65,292,8755,3153111.00,
517437,DUTRON POLY.,XT,Q,103.15,103.15,103.15,103.15,103.15,98.25,1,50,5157.00,
517447,R.S.SOFTWARE,B ,Q,39.65,39.90,39.00,39.15,39.00,38.85,32,2489,98348.00,
517449,MAGNA ELECTR,X ,Q,154.35,159.95,154.00,154.25,154.00,154.35,23,809,125212.00,
517467,MARSONS     ,XT,Q,2.20,2.25,2.12,2.19,2.12,2.20,10,8149,17909.00,
517477,ELNET TECH. ,X ,Q,120.20,125.00,120.10,121.75,121.55,120.80,27,1906,231197.00,
517481,APTL        ,X ,Q,3.80,4.00,3.60,3.70,3.70,4.00,14,2914,11137.00,
517498,WEBELSOLAR  ,B ,Q,50.40,53.40,50.30,51.85,51.85,50.70,433,42223,2200388.00,
517500,ROTO PUMPS  ,X ,Q,93.25,96.60,90.20,91.75,92.50,88.70,184,14716,1359156.00,
517506,TTK PRESTIGE,A ,Q,5889.50,6160.00,5889.50,6041.50,6002.65,5851.15,121,287,1732124.00,
517514,DHINDIA     ,XT,Q,16.70,16.70,16.55,16.60,16.60,17.05,4,1250,20709.00,
517518,LEEL        ,B ,Q,138.55,142.00,135.05,136.60,136.60,134.65,422,20506,2848945.00,
517522,RAJ GLO WIR ,X ,Q,566.05,588.00,566.05,587.95,588.00,583.45,45,1942,1136167.00,
517530,SURANATP    ,B ,Q,4.91,4.91,4.51,4.77,4.77,4.59,4,7421,33482.00,
517536,ONWARD TECHN,B ,Q,88.00,88.00,83.75,86.05,86.05,84.30,37,3041,260882.00,
517544,CENTUM ELEC ,B ,Q,453.55,472.40,451.45,461.90,458.20,448.35,38,373,171795.00,
517546,ALFA TRANSFO,XT,Q,34.40,37.45,34.35,36.50,36.50,36.15,8,20592,710849.00,
517548,STARLITE COM,X ,Q,25.00,26.45,23.90,26.30,26.30,24.05,174,88201,2261653.00,
517552,ADVANCED MIC,Z ,Q,7.10,7.15,7.00,7.00,7.00,7.00,6,393,2765.00,
517554,NHCFOODS    ,XT,Q,9.75,10.39,9.75,10.20,10.20,10.00,4,530,5398.00,
517556,PVP VENT LTD,B ,Q,4.78,4.93,4.72,4.90,4.93,4.50,39,28640,140017.00,
517562,TRIGYN TECH ,B ,Q,125.45,126.10,122.95,123.90,124.90,123.50,232,15129,1885674.00,
517569,KEI INDUST. ,B ,Q,418.45,433.50,417.80,429.30,429.30,413.65,1250,34722,14850563.00,
517571,IMPPOWERS   ,B ,Q,82.00,91.50,82.00,88.60,88.60,78.50,67,6389,570908.00,
518011,KEERTHI     ,XT,Q,115.95,117.00,115.95,116.65,116.70,111.55,12,520,60595.00,
518029,GUJ.SIDH.CEM,B ,Q,31.50,32.10,31.40,31.90,31.95,30.95,86,12113,385023.00,
518075,SURAJ PRODUC,XT,Q,15.59,15.59,15.59,15.59,15.59,14.85,3,1000,15590.00,
518091,ANJANI PORTL,B ,Q,167.05,172.95,166.00,170.05,170.05,173.95,20,2781,470335.00,
519003,MODINATURAL ,X ,Q,94.60,94.60,93.00,93.00,93.00,93.00,2,4277,398204.00,
519031,SHAH FOOD(P),X ,Q,110.00,110.00,101.15,107.80,110.00,100.00,14,381,41069.00,
519091,TASTY BITE  ,B ,Q,7512.25,7717.10,7500.00,7694.30,7717.10,7350.80,45,119,909232.00,
519105,AVT NATURAL ,B ,Q,33.50,34.95,32.75,34.75,34.75,32.90,124,16694,563725.00,
519126,HIND.FOODS  ,X ,Q,326.10,353.15,324.00,351.75,352.00,321.05,120,9534,3274714.00,
519136,NAHAR INDUST,B ,Q,64.55,66.45,64.55,66.00,66.00,63.85,12,1395,90783.00,
