SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512301,CHAMBAL BREW,XT,Q,2.19,2.19,2.19,2.19,2.19,2.30,4,1706,3736.00,
512399,KAPASHI COMM,XT,Q,91.65,91.65,91.65,91.65,91.65,93.50,1,10,916.00,
512437,APOLLO FIN I,XT,Q,34.05,34.05,34.05,34.05,34.05,33.40,10,1695,57714.00,
512453,SHRI JAGDAMB,X ,Q,222.00,225.00,209.00,210.00,210.00,215.00,64,1320,279257.00,
512455,LLOYDS MET E,X ,Q,15.20,15.20,13.60,13.85,13.85,14.80,88,50603,713601.00,
512489,OASIS SECUR.,X ,Q,45.25,45.25,45.25,45.25,45.25,44.65,1,1,45.00,
512493,GARNET INTL ,XT,Q,121.00,121.95,112.05,116.00,116.00,116.90,4,7262,863557.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,4,10600,5194.00,
512519,DONEAR IND. ,B ,Q,45.00,45.05,42.15,42.65,42.30,45.70,70,22422,959543.00,
512527,SUPER SAL IN,X ,Q,674.50,674.50,626.00,639.75,647.30,680.45,56,877,570020.00,
512529,SEQUENT     ,B ,Q,46.60,48.40,44.65,47.80,47.30,46.75,834,49089,2266611.00,
512531,STC INDIA   ,B ,Q,132.40,132.40,126.05,128.40,128.40,132.75,514,13324,1721300.00,
512553,ZENITH EXP. ,T ,Q,86.00,86.00,86.00,86.00,86.00,90.50,1,1,86.00,
512559,KOHINORFOODS,B ,Q,50.50,50.50,47.85,48.30,48.20,50.80,328,18727,914301.00,
512573,AVANTI FEEDS,A ,Q,1480.00,1480.00,1232.00,1353.70,1353.70,1489.60,8189,104598,141848165.00,
512587,ZODIAC JRD  ,B ,Q,40.50,41.95,40.40,40.50,41.95,42.50,8,1356,55282.00,
512589,SITA ENTER. ,X ,Q,17.15,17.15,17.15,17.15,17.15,18.05,1,1,17.00,
512597,KEYNOTE CORP,B ,Q,64.15,64.15,64.15,64.15,64.15,67.50,1,20,1283.00,
512599,ADANI ENTER ,A ,Q,115.20,117.35,113.10,115.10,115.00,116.40,2217,576945,66224622.00,
512600,MACRO INTER.,XT,Q,9.67,9.67,9.67,9.67,9.67,10.17,1,1,9.00,
512604,HARIA EXPORT,XT,Q,1.39,1.42,1.39,1.40,1.40,1.46,6,4690,6542.00,
512608,BHANDARI HOS,B ,Q,2.42,2.42,2.32,2.32,2.32,2.44,66,129143,301594.00,
512618,RLF LIMITED.,XT,Q,4.00,4.00,4.00,4.00,4.00,4.00,1,500,2000.00,
512624,REGENTRP    ,X ,Q,3.20,3.20,3.20,3.20,3.20,3.05,9,12952,41446.00,
512626,ORBIT EXPORT,B ,Q,134.50,138.95,134.00,136.90,136.55,139.25,30,1455,196404.00,
512634,SAVERA IND  ,X ,Q,68.20,68.20,62.35,64.50,64.50,69.95,42,3215,207718.00,
513010,TATA SPONGE ,A ,Q,1094.00,1094.40,1025.40,1038.85,1038.85,1090.85,440,5935,6272720.00,
513023,NAV BHAR VEN,A ,Q,133.10,138.00,131.75,133.90,133.90,135.20,1149,68023,9157519.00,
513043,REMI EDEL   ,X ,Q,30.10,30.10,30.00,30.05,30.00,32.80,2,115,3456.00,
513059,G.S.AUTO INT,X ,Q,10.65,10.80,10.00,10.39,10.39,11.02,25,5836,61677.00,
513097,SHIV.BIMETAL,X ,Q,111.85,111.85,102.35,108.10,106.10,109.95,255,60950,6453857.00,
513108,GANDHI SP.TU,B ,Q,378.05,378.05,361.00,376.70,376.70,385.00,23,787,292116.00,
513117,AMFORGE IND.,XT,Q,3.21,3.21,3.19,3.19,3.19,3.06,2,1000,3200.00,
513121,ORICON ENT  ,B ,Q,41.60,41.60,37.90,38.80,38.80,42.10,647,99652,3885097.00,
513142,BALASORE    ,X ,Q,38.65,39.50,38.00,38.35,38.90,38.45,574,123667,4789279.00,
513149,ACROW INDIA ,XT,Q,110.25,110.25,110.25,110.25,110.25,105.00,1,100,11025.00,
513179,NAT STL AGRO,B ,Q,24.15,26.00,23.65,24.05,24.05,24.55,92,20776,510886.00,
513216,UTTAM GALVA ,B ,Q,12.20,12.20,11.70,11.80,11.80,12.20,176,206465,2468565.00,
513228,PENNAR STEEL,B ,Q,52.90,52.90,50.00,50.30,50.30,51.35,257,47809,2438208.00,
513250,JYOTI STRUCT,Z ,Q,3.65,3.78,3.61,3.62,3.61,3.80,55,39631,143914.00,
513252,JAY USHIN   ,XT,Q,575.00,590.00,575.00,580.95,580.00,600.00,8,3100,1784140.00,
513262,ST.STR.WHEEL,B ,Q,1292.45,1305.00,1170.00,1190.35,1190.35,1291.20,427,3309,4067324.00,
513269,MAN IND.(I) ,B ,Q,113.55,114.60,110.80,112.20,112.90,113.90,290,38933,4385826.00,
513307,SYNTHIKO FOI,XT,Q,31.90,31.90,31.90,31.90,31.90,32.00,1,1,31.00,
513309,GOLKONDA    ,Z ,Q,3.00,3.00,3.00,3.00,3.00,3.00,1,5,15.00,
513335,METALFORGE  ,B ,Q,19.45,19.45,18.90,18.90,18.90,19.85,21,10758,203400.00,
513349,AJMERA      ,B ,Q,205.00,205.00,187.10,189.25,189.25,207.30,1153,35384,6845732.00,
513353,COCHIN MIN. ,X ,Q,113.15,119.55,113.05,119.55,119.55,117.95,36,7669,880261.00,
513361,ISW LTD     ,X ,Q,2.28,2.37,2.27,2.32,2.33,2.35,108,73506,168822.00,
513369,RAJKUMAR FRG,XT,Q,38.00,42.00,38.00,41.90,41.90,40.00,6,4021,152881.00,
513375,CARBORUNDUM ,A ,Q,332.00,334.85,325.50,327.05,326.05,330.10,289,13191,4355408.00,
513377,MINERAL&METL,A ,Q,33.25,33.30,31.50,31.70,31.70,33.25,586,145860,4674479.00,
513401,ASHIANA ISP.,X ,Q,29.95,30.50,29.95,29.95,29.95,31.50,11,3402,101915.00,
513403,PM TELELINN ,X ,Q,1.48,1.48,1.48,1.48,1.48,1.54,2,337,498.00,
513414,SMPL        ,T ,Q,0.94,0.94,0.94,0.94,0.94,0.98,16,34019,31977.00,
513434,TATA METALIK,B ,Q,733.40,733.40,710.00,719.80,716.20,732.55,217,4643,3339050.00,
513436,SHAH ALLOYS ,B ,Q,32.70,33.00,32.70,32.70,32.70,34.40,26,3673,120160.00,
513446,MONNETISPA  ,B ,Q,16.15,16.50,16.15,16.15,16.15,17.00,25,24579,397151.00,
513456,KANISHK ST. ,XT,Q,11.50,11.50,11.50,11.50,11.50,11.55,1,1,11.00,
513472,SIMPLEX CAST,X ,Q,115.05,128.90,115.05,128.90,128.85,121.30,5,72,8358.00,
513488,SH.STEEL WIR,XT,Q,13.95,13.95,13.95,13.95,13.95,13.96,1,100,1395.00,
513507,GUJ.CONTAIN.,P ,Q,14.00,14.00,14.00,14.00,14.00,14.00,1,300,4200.00,
513509,KALYANI FORG,T ,Q,350.00,360.80,347.00,347.65,347.00,365.00,16,380,132553.00,
513511,PANCH.STEEL ,X ,Q,36.00,37.95,36.00,36.00,36.00,36.55,8,2140,77372.00,
513513,ADITYA ISPAT,X ,Q,6.30,6.30,6.30,6.30,6.30,6.30,1,1,6.00,
513515,S.R.INDUS.  ,X ,Q,12.68,12.68,12.68,12.68,12.68,12.93,2,150,1902.00,
513517,STEELCAST   ,X ,Q,165.70,168.00,155.00,161.95,162.00,165.75,85,12015,1934979.00,
513519,PITTI LAMIN.,B ,Q,85.80,86.00,82.20,84.00,84.00,86.15,98,7341,618897.00,
513528,GLITTEK GRAN,X ,Q,2.64,2.64,2.63,2.64,2.64,2.52,11,16694,43967.00,
513532,PRADEEP MET.,X ,Q,86.40,86.40,82.05,82.80,86.00,86.40,12,279,23255.00,
513534,VARDHMAN IND,X ,Q,7.94,7.94,7.50,7.53,7.52,7.77,16,902,6883.00,
513548,SHARDA ISPAT,XT,Q,96.05,96.05,86.95,93.15,95.05,91.50,17,172,15319.00,
513554,MAHA STEEL  ,T ,Q,67.00,69.00,64.90,68.00,69.00,66.95,51,10844,726162.00,
513558,REAL STRIPS ,XT,Q,13.73,13.73,13.68,13.68,13.68,14.40,2,1301,17862.00,
513566,NOVA IRON&ST,XT,Q,9.00,9.26,8.38,9.26,9.26,8.82,4,449,3930.00,
513579,FOUNDRY FUEL,Z ,Q,4.16,4.16,4.16,4.16,4.16,4.16,1,1,4.00,
513597,SURANA INDS ,T ,Q,2.19,2.19,1.99,1.99,1.99,2.09,3,131,261.00,
513599,HIND.COPPER ,A ,Q,66.25,67.45,64.35,64.70,64.70,66.55,1103,267990,17567363.00,
513605,SRIPIPES    ,B ,Q,295.00,296.45,285.90,288.10,288.10,295.90,294,12795,3698657.00,
513642,AXEL POLYMER,XT,Q,15.25,16.45,15.20,15.20,15.20,16.00,9,2270,34613.00,
513683,NLCINDIA    ,A ,Q,82.00,84.20,80.65,81.10,81.10,80.75,1601,137942,11373663.00,
513687,SPECTRA IND.,X ,Q,22.50,23.25,20.35,22.00,22.00,22.50,21,4040,90470.00,
513691,JMT AUTO LTD,B ,Q,3.65,3.69,3.45,3.46,3.46,3.61,37,21717,75784.00,
513693,KIC METALIKS,X ,Q,243.70,243.70,243.70,243.70,243.70,248.65,4,88,21445.00,
513699,SOLID STONE ,X ,Q,73.80,73.80,73.80,73.80,73.80,70.30,1,10,738.00,
513709,SHILP GRAVUR,X ,Q,113.00,113.00,108.25,110.85,110.00,113.25,65,4446,487030.00,
513713,WHITEORG    ,X ,Q,83.00,85.00,76.05,78.70,78.70,83.10,195,22150,1778638.00,
513729,ARO GRANITE ,B ,Q,59.00,60.70,57.50,58.60,57.50,59.00,67,6648,388423.00,
514010,HIM.FIBRES  ,X ,Q,4.25,4.25,3.43,3.57,3.85,4.28,71,29994,108147.00,
514028,RAJKAMAL SYN,XT,Q,14.35,15.15,14.30,14.60,14.60,14.90,5,1301,18799.00,
514030,DEEPAK SPINN,X ,Q,76.25,76.50,75.00,75.00,75.00,76.15,28,5782,436695.00,
514034,JBF IND.LTD ,T ,Q,80.55,80.55,80.55,80.55,80.55,84.75,22,1650,132907.00,
514036,LOY.TEX MILL,X ,Q,588.00,588.00,512.00,530.10,521.00,535.30,14,126,66880.00,
514043,HIMAT.SEIDE ,B ,Q,348.05,348.10,332.00,339.70,343.25,347.80,282,6321,2143424.00,
514045,BSL LTD.    ,B ,Q,50.50,53.50,50.50,51.65,51.50,53.90,20,1328,69583.00,
514087,PBM POLYTEX ,X ,Q,83.95,83.95,78.40,79.60,78.50,78.20,8,210,16603.00,
514128,KONARK SYN. ,X ,Q,14.56,14.56,14.56,14.56,14.56,13.87,1,25,364.00,
514138,SURYALATA SP,X ,Q,126.30,126.50,126.25,126.25,126.25,130.00,7,243,30685.00,
514140,SURYAVA SPIN,XT,Q,7.00,7.00,7.00,7.00,7.00,6.80,1,1,7.00,
514142,TT LTD.     ,B ,Q,79.50,80.05,79.05,80.05,80.05,81.05,7,652,52103.00,
514144,UNIWORTH LTD,XT,Q,0.51,0.51,0.51,0.51,0.51,0.51,2,50,25.00,
514162,WELSPUN (I) ,A ,Q,58.95,58.95,55.45,56.70,56.70,58.80,1170,148458,8450440.00,
514165,IND.ACRYLICS,X ,Q,19.00,19.49,17.10,17.49,17.49,18.92,779,689181,12455785.00,
514167,GANESH ECOSP,B ,Q,363.00,367.85,336.00,338.40,339.90,364.60,111,2719,949553.00,
514175,VARDHMAN POL,B ,Q,17.55,17.55,16.50,16.55,16.50,17.05,18,2644,44143.00,
514183,BLA ROS IND ,X ,Q,46.65,46.65,44.35,44.35,44.35,46.65,88,14818,660825.00,
514211,SUMEET INDUS,B ,Q,15.74,16.52,15.12,16.49,16.49,15.74,821,427470,7006481.00,
514215,BINNY LTD.  ,X ,Q,204.25,205.00,195.60,200.70,202.90,206.90,41,1758,355098.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1100,209.00,
514234,SANGAM INDIA,B ,Q,97.30,97.30,82.00,83.35,85.95,99.60,212,11126,970661.00,
514266,ZENITH FIBRE,X ,Q,80.05,80.10,79.05,79.40,79.10,83.20,31,8619,683472.00,
514272,BHILWARA SP.,X ,Q,9.00,9.00,9.00,9.00,9.00,9.25,1,1,9.00,
514274,AARVEE DENIM,B ,Q,31.10,37.00,31.10,33.25,33.00,34.65,26,1725,57225.00,
514280,SANRHEA TECH,XT,Q,39.75,39.75,39.75,39.75,39.75,37.90,1,1,39.00,
514286,ASHIMA LTD. ,B ,Q,22.10,22.70,22.00,22.20,22.00,22.45,93,67064,1479549.00,
514300,PIONEER EMB ,B ,Q,26.05,27.25,25.30,25.90,26.00,26.10,94,14500,377078.00,
514302,VIPPY SPIN. ,X ,Q,42.70,43.00,42.50,42.50,42.50,43.25,6,600,25600.00,
514316,RAGHUVIR SYN,XT,Q,218.00,218.00,207.10,217.00,217.00,218.00,11,7050,1481339.00,
514318,JATTAINDUS  ,P ,Q,19.90,19.90,19.90,19.90,19.90,20.90,1,100,1990.00,
514322,KAMADGIRI   ,X ,Q,121.00,128.95,120.00,120.00,120.00,124.00,22,1783,214820.00,
514326,PATSPIN INDI,B ,Q,13.33,13.33,12.31,12.97,12.97,12.95,19,4472,55454.00,
514330,OVERSEAS SYN,XT,Q,8.50,8.80,8.50,8.80,8.80,8.80,8,13005,113294.00,
514348,WINSOME YRN ,T ,Q,1.91,1.91,1.91,1.91,1.91,1.94,1,50,95.00,
514354,PREMIER POLY,B ,Q,35.40,35.40,35.40,35.40,35.40,35.00,4,892,31576.00,
514358,EVERLON SYN.,X ,Q,10.45,10.45,10.40,10.40,10.40,9.99,3,160,1669.00,
514394,AJIL        ,X ,Q,66.55,69.90,66.55,69.55,69.90,65.95,4,4,275.00,
514400,GARWARE SYN.,X ,Q,11.37,11.37,11.37,11.37,11.37,10.90,1,1,11.00,
514412,SARUPINDUS  ,X ,Q,57.00,57.00,57.00,57.00,57.00,57.95,2,501,28557.00,
514418,MANORG      ,X ,Q,201.00,207.55,190.00,195.45,199.75,202.70,108,23451,4532644.00,
514428,HINDU.ADHESI,X ,Q,94.00,100.00,93.00,97.00,97.00,97.65,9,456,44219.00,
514442,SRI KPR IND ,X ,Q,26.00,27.85,26.00,26.80,27.85,26.55,8,531,14198.00,
514450,MAHA.RUBTECH,X ,Q,45.05,46.50,43.55,44.75,44.85,45.15,31,4459,197490.00,
514460,OSWAL YARNS ,XT,Q,8.60,8.60,8.60,8.60,8.60,8.60,1,1,8.00,
514470,WIMSOME TEXT,B ,Q,34.50,34.50,32.10,32.40,32.10,34.50,17,2099,68068.00,
514474,FAIRDEAL FIL,X ,Q,83.30,85.80,82.15,82.15,82.15,86.45,36,3419,287109.00,
515030,ASAHI IN.GLA,B ,Q,335.00,335.80,330.00,330.80,330.40,338.05,150,3176,1051275.00,
515037,MURD.CERAM  ,B ,Q,37.00,37.10,34.05,34.95,35.80,37.70,419,30783,1085228.00,
515043,SAINT-GOBAIN,X ,Q,68.70,68.70,63.50,63.85,63.80,68.10,815,109097,7107978.00,
515055,ANANTRAJ    ,B ,Q,43.75,44.45,40.90,41.20,41.20,43.85,844,129477,5451741.00,
515085,RESTILE CER.,X ,Q,4.37,4.72,4.32,4.33,4.33,4.79,12,848,3681.00,
515093,MADHAV MARB.,B ,Q,45.00,45.00,41.60,43.80,44.00,47.05,26,2091,90455.00,
515127,RAMASIGNS   ,X ,Q,18.40,18.40,18.40,18.40,18.40,18.45,2,2,36.00,
515145,HIND.NAT.GLS,B ,Q,80.00,88.00,76.10,78.10,79.95,88.30,27,363,28366.00,
515147,HALDYN GLASS,X ,Q,33.40,34.50,32.20,32.95,32.95,33.90,137,19410,639479.00,
516003,SARDA PLY.  ,X ,Q,99.20,104.35,99.20,101.40,100.20,104.40,40,1380,139926.00,
516007,MANGALAM TIM,B ,Q,22.75,23.00,21.25,21.50,21.45,23.10,28,3233,71800.00,
516016,SHREYANS IND,B ,Q,142.60,143.35,138.85,139.70,139.80,144.75,52,4717,666238.00,
516022,STAR PAPER  ,B ,Q,170.10,170.10,158.15,163.50,165.00,170.95,308,14444,2355281.00,
516030,YASH PAPERS ,X ,Q,66.00,69.45,65.00,66.90,67.35,67.55,305,56213,3749506.00,
516064,ARROWGREEN  ,B ,Q,190.90,190.90,190.90,190.90,190.90,200.90,8,196,37416.00,
516072,VISHNU CHEM ,B ,Q,250.20,255.00,242.00,244.45,249.00,258.80,13,799,198744.00,
516078,JUMBO BAG   ,Z ,Q,14.08,14.70,14.08,14.10,14.10,14.72,7,3437,48671.00,
516082,N.R.AGARWAL ,B ,Q,392.00,392.00,370.00,371.45,371.45,397.50,109,2329,874332.00,
516092,3PLAND      ,B ,Q,11.45,14.43,11.45,14.43,14.43,13.90,10,3621,46760.00,
516096,SANGAL PAPER,XT,Q,146.40,146.40,146.20,146.20,146.20,153.85,3,66,9656.00,
516106,SH.KARTHIK P,X ,Q,12.81,14.00,12.80,13.42,13.42,13.66,15,3168,42501.00,
516108,S.I.PAPER   ,XT,Q,96.20,103.50,94.75,99.35,99.00,99.00,47,6006,583162.00,
516110,SCANDENT    ,X ,Q,17.00,17.00,16.90,16.90,16.90,16.90,23,8616,145622.00,
517015,VINDHYA TELE,B ,Q,1009.05,1025.10,941.00,944.05,945.00,1012.10,197,1271,1222841.00,
517035,RUTTONSHA IN,X ,Q,42.50,45.50,41.40,41.55,41.40,44.85,11,394,16886.00,
517041,ADORWELDING ,B ,Q,321.55,328.00,318.20,325.80,325.00,326.65,27,657,211423.00,
517059,SALZER ELEC ,B ,Q,187.00,189.25,184.15,186.75,187.95,187.10,71,4494,838846.00,
517063,JETINFOTRAN ,X ,Q,51.00,51.05,51.00,51.00,51.00,51.50,13,3076,156880.00,
517080,HIGHGROUND  ,B ,Q,12.01,12.56,12.00,12.27,12.40,12.10,97,75015,911826.00,
517119,PCS TECH    ,X ,Q,16.80,16.80,14.00,14.15,14.15,16.50,40,4468,64332.00,
517140,MOSER BEAR  ,T ,Q,3.06,3.06,2.93,2.93,2.93,3.08,20,11657,34168.00,
517146,USHA MART.LT,B ,Q,21.65,21.75,19.55,19.95,19.90,21.80,382,321800,6618341.00,
517166,SPEL SEMICON,X ,Q,9.40,9.53,8.58,8.73,8.84,9.53,45,8643,76082.00,
517168,SUBROS LTD. ,B ,Q,305.65,305.65,296.00,298.10,303.50,308.95,156,2730,814346.00,
517170,KLKELEC     ,XT,Q,11.75,11.75,11.75,11.75,11.75,11.41,1,100,1175.00,
517174,HONEYWELL   ,B ,Q,18354.05,18443.00,18200.00,18349.85,18334.85,18443.60,51,146,2682632.00,
517206,LUMAX IND   ,B ,Q,2222.20,2222.20,2000.05,2070.65,2070.65,2221.85,253,1784,3708133.00,
517214,SPICEMOBI   ,B ,Q,17.05,17.05,14.70,15.25,15.25,16.55,8,2202,33332.00,
517224,SUJANA INDUS,T ,Q,0.49,0.49,0.49,0.49,0.49,0.51,12,10568,5178.00,
517236,CALCOM VISIO,X ,Q,11.16,11.17,11.16,11.16,11.16,11.74,9,7450,83144.00,
517246,BCC FUBA    ,XT,Q,11.74,11.74,11.74,11.74,11.74,12.35,2,770,9039.00,
517258,PRECISION EL,XT,Q,27.30,29.90,27.30,29.90,29.90,28.65,5,200,5525.00,
517264,FINELINE CI ,XT,Q,16.25,16.25,15.85,15.85,15.85,15.75,3,150,2407.00,
517271,HBL P SYS   ,B ,Q,35.65,35.65,34.45,35.10,35.10,35.80,372,71802,2501224.00,
517288,GUJARATPOLY ,X ,Q,14.80,14.80,14.10,14.10,14.10,14.80,8,425,6248.00,
517300,GUJ.IND.POW.,B ,Q,90.20,92.00,89.65,89.90,89.80,91.60,110,9748,881915.00,
517330,CMI LTD.    ,B ,Q,248.35,248.35,237.50,237.70,238.00,250.95,119,4886,1174051.00,
517334,MOTHERSON SS,A ,Q,305.00,313.05,305.00,307.10,307.10,305.90,1941,100529,31035002.00,
517344,MINDTECK (I),T ,Q,49.00,51.80,47.05,47.05,48.90,49.50,51,8228,388142.00,
517354,HAVELLSINDIA,A ,Q,533.70,534.00,523.25,528.30,528.55,537.25,1654,42617,22492836.00,
517356,ACI INFOCOM ,XT,Q,2.90,2.90,2.76,2.76,2.76,2.90,3,81,231.00,
517370,INCAP LTD.  ,XT,Q,73.50,73.50,71.10,71.10,71.10,73.30,8,293,21050.00,
517372,GUJ.INTRUX  ,X ,Q,90.05,98.00,90.00,98.00,98.00,90.55,7,902,81256.00,
517380,IGARSHI MOT ,B ,Q,771.25,771.25,741.05,749.45,749.45,781.90,152,1797,1354280.00,
517385,SYMPHONY    ,A ,Q,1438.00,1440.65,1370.00,1411.45,1401.00,1438.80,613,4988,6996466.00,
517415,LEE&NEE SOFT,XT,Q,2.00,2.01,2.00,2.01,2.01,2.10,2,292,586.00,
517417,PATEL AIRTEM,X ,Q,155.00,155.10,138.05,146.80,146.00,155.95,52,2202,329811.00,
517421,BFLYGANDHI  ,B ,Q,358.10,370.00,358.10,358.10,358.10,376.90,169,7714,2770264.00,
517429,ATHENAGLO   ,XT,Q,19.40,19.60,19.40,19.60,19.60,18.70,8,3920,76607.00,
517437,DUTRON POLY.,XT,Q,100.00,109.50,99.55,100.35,100.40,104.75,11,618,64695.00,
517447,R.S.SOFTWARE,B ,Q,40.00,40.70,37.70,38.90,38.55,40.20,110,12676,498692.00,
517449,MAGNA ELECTR,X ,Q,155.00,155.00,140.00,147.70,150.00,155.80,117,8814,1273729.00,
517467,MARSONS     ,XT,Q,2.52,2.52,2.30,2.30,2.30,2.40,11,2805,6456.00,
517477,ELNET TECH. ,X ,Q,117.20,129.00,115.50,118.50,120.00,125.75,51,3862,462927.00,
517481,APTL        ,X ,Q,3.70,4.01,3.68,4.00,4.00,3.85,8,2529,9474.00,
517498,WEBELSOLAR  ,B ,Q,53.10,53.90,50.10,50.55,50.80,52.60,239,24866,1276964.00,
517500,ROTO PUMPS  ,X ,Q,91.30,91.30,87.35,89.60,89.75,95.05,258,24676,2203638.00,
517506,TTK PRESTIGE,A ,Q,5992.50,5992.50,5880.00,5898.15,5880.05,5965.25,53,99,585030.00,
517514,DHINDIA     ,XT,Q,17.75,17.75,17.75,17.75,17.75,16.95,2,50,887.00,
517518,LEEL        ,B ,Q,133.00,138.70,126.85,133.95,133.95,133.10,1737,83056,11106597.00,
517522,RAJ GLO WIR ,X ,Q,576.00,590.00,573.05,574.90,579.00,582.95,94,9573,5555674.00,
517530,SURANATP    ,B ,Q,4.46,4.55,4.31,4.47,4.31,4.77,11,15501,69907.00,
517536,ONWARD TECHN,B ,Q,85.65,87.00,83.25,84.55,84.60,84.95,117,11668,990172.00,
517544,CENTUM ELEC ,B ,Q,458.65,483.55,425.00,442.90,440.75,469.45,78,393,177339.00,
517546,ALFA TRANSFO,XT,Q,36.10,38.00,36.10,38.00,38.00,38.00,6,2301,83068.00,
517548,STARLITE COM,X ,Q,24.00,24.25,21.60,22.35,22.35,24.00,333,462683,10687958.00,
517552,ADVANCED MIC,Z ,Q,7.00,7.00,7.00,7.00,7.00,7.00,10,43,301.00,
517554,NHCFOODS    ,XT,Q,10.07,10.07,10.07,10.07,10.07,10.60,14,20168,203091.00,
517556,PVP VENT LTD,B ,Q,4.37,4.54,4.29,4.41,4.42,4.41,31,40278,177542.00,
517562,TRIGYN TECH ,B ,Q,126.35,126.35,116.00,119.90,121.00,125.25,614,74963,9170569.00,
517569,KEI INDUST. ,B ,Q,448.20,449.45,370.15,388.40,388.40,454.45,4573,168178,67155536.00,
517571,IMPPOWERS   ,B ,Q,75.50,79.20,75.50,76.00,76.00,81.00,13,1727,133028.00,
518011,KEERTHI     ,XT,Q,105.70,107.00,103.00,106.60,106.35,107.40,13,139,14648.00,
518029,GUJ.SIDH.CEM,B ,Q,32.70,32.70,29.90,30.25,30.25,32.05,235,30718,942641.00,
518091,ANJANI PORTL,B ,Q,158.25,158.25,155.00,157.25,157.25,164.40,6,106,16723.00,
519003,MODINATURAL ,X ,Q,99.95,99.95,91.00,91.00,91.00,94.50,7,5400,499872.00,
519031,SHAH FOOD(P),X ,Q,104.00,104.00,104.00,104.00,104.00,109.00,1,15,1560.00,
519091,TASTY BITE  ,B ,Q,7474.35,7474.40,7113.50,7280.30,7299.90,7487.50,52,205,1488955.00,
519097,RITESH INTER,XT,Q,18.05,18.05,18.05,18.05,18.05,18.40,1,108,1949.00,
519105,AVT NATURAL ,B ,Q,33.35,33.70,32.35,32.45,32.35,33.35,100,12557,410225.00,
519126,HIND.FOODS  ,X ,Q,317.25,340.00,314.30,315.15,315.00,330.40,85,5677,1821609.00,
519136,NAHAR INDUST,B ,Q,63.60,63.60,61.80,61.85,61.85,65.10,24,2442,152395.00,
519152,VADILAL ENT ,XT,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1020.00,1,4,4000.00,
519156,VADILAL IND ,B ,Q,763.20,763.20,720.00,725.60,727.95,752.00,267,1888,1376151.00,
519183,ADF FOODS LT,B ,Q,252.10,252.10,239.85,245.75,247.30,250.40,262,8594,2101458.00,
519214,WILLIAM.FIN.,XT,Q,26.75,26.75,26.75,26.75,26.75,26.20,1,20,535.00,
519216,AJANTA SOYA ,X ,Q,34.15,37.95,33.50,33.90,33.70,37.50,69,8892,306740.00,
519224,WILLIAM.MAGO,B ,Q,70.55,70.55,70.55,70.55,70.55,70.55,2,100,7055.00,
519230,RICHIRICH   ,X ,Q,2.45,2.45,2.45,2.45,2.45,2.57,3,300,735.00,
519238,SAPTARISHI A,P ,Q,7.08,7.15,7.08,7.15,7.15,7.45,4,70000,498050.00,
519248,JVL AGRO    ,B ,Q,20.40,20.50,19.20,19.80,19.40,20.30,116,32304,638603.00,
519260,SANWARIA    ,B ,Q,13.30,13.30,13.30,13.30,13.30,13.95,171,75336,1001968.00,
519262,PRIMA AGRO L,XT,Q,27.15,27.15,27.15,27.15,27.15,28.55,1,18,488.00,
519287,MODERN DAIRI,XT,Q,5.80,6.06,5.53,5.61,5.61,5.81,9,3800,21243.00,
519295,BAMBINO AGRO,X ,Q,184.15,193.00,183.35,183.35,183.35,193.00,50,2021,373119.00,
519307,VIKAS WSP   ,X ,Q,12.01,12.05,11.00,11.57,11.57,12.22,533,404129,4674420.00,
519359,POONA DAL   ,X ,Q,42.75,45.00,42.75,44.95,44.95,45.00,25,1583,68461.00,
519383,ANIK INDS   ,T ,Q,32.25,32.50,32.05,32.15,32.15,33.70,9,1302,41899.00,
519421,KSE LIMITED ,XT,Q,3705.00,3705.00,3565.50,3565.50,3565.50,3753.15,98,1079,3852511.00,
519455,NARBADA     ,X ,Q,25.45,25.45,25.45,25.45,25.45,24.25,8,2615,66551.00,
519457,VIRAT CRANE ,X ,Q,47.30,51.00,46.15,46.90,46.85,51.25,43,10053,481551.00,
519475,CHORDIA FOOD,X ,Q,133.50,140.00,130.00,130.00,130.00,135.10,11,800,107462.00,
519477,CIANAGRO    ,P ,Q,41.05,41.05,41.05,41.05,41.05,43.20,1,100,4105.00,
519483,TAI INDUST. ,XT,Q,13.90,13.90,13.90,13.90,13.90,14.60,4,602,8367.00,
519491,OCEAN AGRO  ,X ,Q,25.00,26.50,22.65,24.00,24.00,25.15,25,3388,85473.00,
519494,N K INDUST. ,B ,Q,42.70,48.60,42.70,48.60,48.60,46.00,2,33,1468.00,
519532,ASIAN TEA   ,XT,Q,12.00,12.60,12.00,12.60,12.60,12.00,2,1000,12590.00,
519552,HERITGFOOD  ,B ,Q,698.00,709.95,682.00,686.80,694.45,710.85,123,1002,698046.00,
519560,NEHA INTER. ,X ,Q,5.95,5.95,5.40,5.43,5.74,5.62,22,10694,58203.00,
519566,SIMRAN FARMS,XT,Q,73.60,73.60,73.60,73.60,73.60,77.45,5,276,20313.00,
