SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500106,IFCI LTD    ,A ,Q,16.85,16.85,15.50,15.70,15.80,16.85,1860,1475492,23523046.00,
500108,MAHA.TELE   ,B ,Q,15.60,15.60,14.90,15.10,15.10,15.60,488,245321,3698298.00,
500109,MRPL        ,A ,Q,90.60,92.50,89.50,90.85,91.85,90.45,851,75846,6906387.00,
500110,CHENNAI PET.,A ,Q,289.40,289.40,281.65,286.55,287.10,288.10,408,23481,6686358.00,
500111,REL.CAP.    ,A ,Q,402.90,407.00,381.50,386.75,386.75,406.55,4648,438673,172148090.00,
500112,STATE BANK  ,A ,Q,262.00,265.05,261.00,263.50,263.50,263.10,4668,797511,210122217.00,
500113,STEEL AUTH. ,A ,Q,74.05,76.35,73.90,75.75,75.75,75.40,2535,880408,66424773.00,
500114,TITAN       ,A ,Q,881.50,885.55,858.90,864.65,864.65,886.10,2597,76821,67002854.00,
500116,IDBI BANK L ,A ,Q,61.20,62.50,57.50,58.15,58.15,61.10,3145,2097482,124613373.00,
500117,DCW LTD.    ,B ,Q,24.15,24.15,22.70,23.80,23.75,24.25,420,58219,1367075.00,
500119,DHAMPUR SUGA,B ,Q,102.70,107.00,101.30,103.60,103.60,100.35,1574,149744,15469858.00,
500120,DIAMINES&CHM,X ,Q,89.25,92.00,84.00,85.05,87.00,92.55,60,4943,429708.00,
500123,ELANTAS     ,B ,Q,2058.00,2058.00,1930.00,1950.10,1930.00,1965.10,58,1301,2590575.00,
500124,DR.REDDY'S  ,A ,Q,1987.00,1987.00,1953.05,1959.60,1959.60,1996.95,2126,27074,53315052.00,
500125,E.I.D.PAR   ,A ,Q,228.95,229.45,217.00,219.05,219.05,227.25,829,8605,1915038.00,
500126,MERCK LTD   ,B ,Q,2265.00,2373.00,2172.20,2202.55,2202.55,2257.40,3075,24739,55677736.00,
500128,ELEC.CASTING,B ,Q,24.90,25.80,23.75,24.50,24.60,24.80,396,91063,2233807.00,
500132,EMPEE SUGARS,XT,Q,1.90,1.90,1.81,1.81,1.81,1.90,4,2148,3977.00,
500133,ESAB INDIA  ,B ,Q,624.90,624.90,591.10,606.45,605.85,622.45,38,354,213095.00,
500135,ESSEL PROP  ,B ,Q,251.05,252.75,246.10,247.75,249.80,254.80,80,2578,642658.00,
500136,ESTER INDUS.,B ,Q,53.35,54.00,51.45,51.60,51.60,54.15,129,11903,623638.00,
500139,FEDDERELEC  ,B ,Q,55.90,55.90,50.55,51.85,51.85,56.50,389,46688,2434742.00,
500141,FERRO ALLOYS,X ,Q,6.44,6.44,5.89,5.89,5.89,6.20,47,21398,126394.00,
500144,FINOL. CABLE,A ,Q,675.15,683.75,654.20,677.40,678.00,671.00,131,2541,1709366.00,
500147,CMI FPE     ,X ,Q,795.00,837.00,785.00,799.25,799.60,834.35,36,696,554774.00,
500148,UFLEX LTD   ,A ,Q,293.90,293.90,280.00,283.00,283.00,293.20,527,21504,6183500.00,
500150,FOSECO INDIA,B ,Q,1368.00,1413.40,1351.10,1375.00,1375.00,1378.15,34,126,173705.00,
500151,GOLDEN TOB  ,T ,Q,49.65,49.65,49.65,49.65,49.65,52.25,1,200,9930.00,
500153,GANESH BENZO,X ,Q,86.40,87.25,82.10,84.25,84.25,87.35,930,261581,22013676.00,
500155,GARDEN SILK ,B ,Q,29.35,29.35,28.05,28.40,28.15,29.75,69,7932,225977.00,
500159,METROGLOBL  ,X ,Q,68.20,73.50,67.00,73.20,73.50,75.60,9,518,37928.00,
500160,GTL LTD.    ,B ,Q,8.30,8.30,8.04,8.11,8.11,8.14,67,17550,142704.00,
500163,GODFREY PH  ,A ,Q,728.10,730.00,704.85,711.95,711.95,726.20,324,4490,3200376.00,
500164,GODREJ IND  ,A ,Q,593.90,606.30,585.00,602.10,603.00,598.55,490,9522,5647905.00,
500165,KANSAI NERO ,A ,Q,480.45,481.45,469.05,472.00,469.05,483.60,278,5992,2853004.00,
500166,GOODRICKE   ,X ,Q,279.95,279.95,271.70,275.25,278.00,279.80,75,2146,593783.00,
500168,GOODYEAR (I),B ,Q,1090.00,1106.00,1075.50,1101.20,1101.20,1096.90,283,2640,2894803.00,
500170,GTN INDUS   ,B ,Q,11.50,12.61,11.50,12.10,12.61,12.00,9,1000,12104.00,
500171,GHCL LTD    ,A ,Q,269.10,273.15,258.15,260.35,262.20,269.65,339,15074,3996213.00,
500173,GUJ.FLOURO  ,B ,Q,747.65,757.90,726.50,743.55,743.55,756.65,83,836,617746.00,
500179,HCL INFOSYS ,A ,Q,36.00,36.40,33.80,34.35,34.35,36.20,1180,292560,10220907.00,
500180,HDFC BANK   ,A ,Q,2050.00,2068.00,2025.00,2060.55,2060.55,2046.55,5014,138025,282973775.00,
500182,HEROMOTOCO  ,A ,Q,3612.00,3629.00,3569.00,3608.65,3625.50,3612.00,1123,425354,1524070337.00,
500183,HIMACHAL FUT,A ,Q,25.35,25.60,24.90,25.30,25.30,25.20,1115,1006674,25447088.00,
500184,HSCL        ,B ,Q,115.30,117.90,115.25,115.25,115.25,121.30,310,54273,6258107.00,
500185,HIND.CONSTN.,A ,Q,14.55,14.71,13.96,14.09,14.09,14.66,980,822404,11703106.00,
500186,HIND.OIL EXP,B ,Q,115.00,115.00,106.10,107.00,106.10,116.55,793,87742,9556847.00,
500187,HSIL        ,B ,Q,322.45,322.45,311.00,320.35,321.00,328.85,190,3817,1211637.00,
500188,HINDUS.ZI   ,A ,Q,284.00,286.25,277.70,284.55,284.55,286.20,1117,142278,40357253.00,
500189,HINDUJA VENT,B ,Q,681.00,681.00,646.40,646.80,646.80,689.75,42,647,425284.00,
500191,HMT LTD.    ,Z ,Q,25.15,26.00,24.50,24.60,24.60,25.15,27,1998,49681.00,
500192,PRAG BOSIMI ,XT,Q,3.58,3.59,3.58,3.58,3.58,3.76,3,300,1074.00,
500193,HOTEL LEELA.,B ,Q,17.50,17.55,16.50,16.70,16.70,17.40,185,95594,1621494.00,
500199,I.G.PETRO   ,B ,Q,560.00,560.00,505.55,509.80,505.55,563.20,591,16368,8679263.00,
500201,IND.GLYCOLS ,B ,Q,433.70,433.70,433.70,433.70,433.70,456.50,29,1335,578989.00,
500207,INDO RAMA   ,B ,Q,25.00,25.70,22.70,22.90,23.05,25.20,135,27893,662874.00,
500209,INFOSYS LTD ,A ,Q,1225.10,1241.00,1217.00,1221.20,1221.20,1239.60,1638,45830,56250141.00,
500210,INGERSOLL   ,B ,Q,542.00,544.60,518.10,528.25,532.45,543.90,501,12149,6507998.00,
500211,INSILCO LTD.,X ,Q,23.65,24.00,23.00,23.70,23.75,24.00,44,13837,326921.00,
500212,INTEG.FIN.SE,XT,Q,32.25,32.25,32.15,32.15,32.15,33.80,4,250,8045.00,
500213,INTER.TRAVEL,X ,Q,183.30,185.00,180.00,182.65,182.05,182.90,32,781,141441.00,
500214,ION EXCHANGE,XT,Q,425.00,428.00,408.15,409.45,416.50,429.60,304,11529,4741354.00,
500215,AGRO TECH FO,B ,Q,654.00,655.00,607.50,624.80,636.00,662.00,167,3625,2277276.00,
500219,JAIN IRRIG  ,A ,Q,99.55,100.60,96.80,98.95,98.95,99.75,1804,352538,34829872.00,
500220,JASCH INDUST,X ,Q,68.00,68.00,58.00,62.55,62.55,62.20,145,14347,870687.00,
500223,JCT LTD     ,X ,Q,2.25,2.29,2.03,2.15,2.17,2.26,235,564773,1195076.00,
500227,JINDAL POLYF,B ,Q,230.00,230.85,216.05,218.35,218.35,230.00,598,15728,3479800.00,
500228,JSWSL       ,A ,Q,333.00,333.05,325.35,328.70,328.70,331.50,1610,146748,48165282.00,
500231,UMANG DAIR  ,B ,Q,78.00,79.25,74.70,76.05,76.85,81.10,104,6306,484819.00,
500233,KAJARIA CER.,A ,Q,511.90,526.75,509.30,522.40,521.45,517.70,904,22701,11773488.00,
500234,KAKATIYA CEM,B ,Q,241.55,246.00,233.40,241.35,241.35,245.70,154,3475,833601.00,
500235,KALYANI STEL,B ,Q,263.00,267.55,255.10,256.75,256.00,265.90,337,14309,3686782.00,
500238,WHIRLPOOL   ,A ,Q,1560.00,1572.00,1535.10,1555.40,1560.00,1557.25,301,3038,4707660.00,
500239,KG DENIM    ,X ,Q,39.00,39.90,37.05,38.10,38.00,40.60,47,2854,109588.00,
500240,KINETIC ENG.,X ,Q,62.25,63.25,60.55,60.95,60.95,63.25,37,6490,396224.00,
500241,KIRL.BROS.  ,B ,Q,275.00,275.00,254.00,256.10,257.50,274.30,250,6111,1604177.00,
500245,KIRL.FERROUS,B ,Q,88.00,91.90,88.00,90.15,90.15,88.85,577,172379,15501097.00,
500247,KOTAK MAH.BK,A ,Q,1302.80,1313.15,1297.70,1304.25,1304.25,1303.95,998,34010,44410180.00,
500249,KSB PUMPS   ,B ,Q,800.00,800.85,790.00,790.00,790.00,810.95,14,144,114336.00,
500250,L.G.BALKRISH,B ,Q,1314.45,1315.00,1195.00,1217.30,1218.50,1304.90,401,3969,4937229.00,
500251,TRENT LTD.  ,A ,Q,322.00,331.00,315.00,330.30,328.35,322.05,219,6880,2210127.00,
500252,LAKSHMI MACH,A ,Q,7828.55,7921.40,7594.75,7713.65,7713.65,7915.90,562,1837,14153528.00,
500253,LIC HOUS.FIN,A ,Q,477.00,479.90,472.95,478.40,478.40,473.75,2004,60391,28766074.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,12,77063,14641.00,
500257,LUPIN LTD.  ,A ,Q,773.05,776.80,746.00,758.50,758.50,772.40,1774,70593,53899933.00,
500259,LYKA LABS   ,B ,Q,33.05,33.75,31.50,32.10,32.65,34.35,79,9997,324582.00,
500260,RAMCOCEM    ,A ,Q,749.70,765.95,734.40,743.70,758.00,759.65,314,8043,6015351.00,
500264,MAFATLAL IND,X ,Q,241.05,241.05,229.05,230.25,230.05,241.00,24,896,208439.00,
500265,MAH.SEAMLESS,B ,Q,442.10,449.00,425.25,434.65,435.10,444.60,387,6518,2838738.00,
500266,MAH.SCOOTER ,B ,Q,2504.00,2510.00,2450.00,2455.75,2450.05,2536.60,58,2846,7064316.00,
500267,MAJESTIC AUT,X ,Q,136.00,138.00,134.00,134.50,137.80,137.60,9,226,30555.00,
500268,MANALI PETRO,B ,Q,41.00,41.80,39.25,39.85,40.30,41.70,931,167032,6731976.00,
500271,MFSL        ,A ,Q,463.75,475.70,450.00,454.10,454.00,466.30,663,16831,7717045.00,
500279,MIRC ELECT  ,B ,Q,33.40,33.90,33.40,33.40,33.40,35.15,83,24975,834410.00,
500280,CENTURY ENKA,B ,Q,306.00,306.00,290.10,291.90,292.85,303.25,236,23414,6912534.00,
500284,LORDS CHLORO,XT,Q,51.55,51.55,51.15,51.15,51.15,53.80,4,251,12886.00,
500285,SPICEJET LTD,B ,Q,119.40,119.75,112.10,112.70,112.70,119.50,7418,1501326,172762053.00,
500288,MOREPEN LAB.,B ,Q,27.00,27.05,25.40,25.65,25.65,27.25,857,252540,6560375.00,
500290,MRF LTD.    ,A ,Q,74659.85,74894.35,73200.00,73882.60,73882.60,74659.85,191,254,18768033.00,
500292,HEIDEL CEM  ,A ,Q,142.35,142.40,135.55,139.95,140.10,142.25,307,23955,3348604.00,
500294,NCC         ,A ,Q,115.70,115.70,107.50,109.40,109.40,114.90,3390,679778,74992011.00,
500295,VEDL        ,A ,Q,245.25,247.25,242.80,246.35,246.35,246.30,2822,428677,105297401.00,
500296,NAHAR SPG.  ,B ,Q,82.20,82.20,78.10,79.15,79.85,83.15,88,5802,465059.00,
500298,NAT.PEROXIDE,B ,Q,3015.30,3015.30,3015.30,3015.30,3015.30,3173.95,113,3792,11434017.00,
500300,GRASIM IND. ,A ,Q,1034.85,1042.10,1014.10,1024.10,1039.95,1036.65,773,19832,20232177.00,
500302,PEL         ,A ,Q,2402.70,2402.70,2290.00,2332.45,2332.45,2401.70,2068,58664,135902338.00,
500304,NIIT LTD.   ,A ,Q,97.50,97.80,92.20,93.50,93.50,96.05,1941,137542,12997345.00,
500306,JAYKAY      ,X ,Q,5.78,6.20,5.75,6.00,6.00,6.29,24,7370,43669.00,
500307,NIRLON      ,B ,Q,187.25,187.25,182.60,183.15,183.15,187.20,47,4647,862471.00,
500312,ONGC CORPN  ,A ,Q,172.00,172.20,169.20,171.15,171.15,171.25,2055,227165,38849238.00,
500313,OIL COUNTRY ,B ,Q,19.30,20.35,18.85,19.20,19.20,20.10,65,9660,187084.00,
500314,ORIENT HOTEL,B ,Q,49.75,49.75,47.50,47.90,47.90,49.00,129,67263,3293006.00,
500315,ORINTAL BANK,A ,Q,76.75,77.35,74.25,75.80,75.80,76.55,984,223506,16890836.00,
500317,OSWAL AGRO. ,B ,Q,12.31,12.31,11.22,11.36,11.36,11.76,65,14952,170655.00,
500319,INDIAN SUCRO,XT,Q,15.30,16.70,15.20,16.70,16.70,15.95,18,2122,33342.00,
500322,PANYAM CEMEN,X ,Q,29.50,30.95,29.50,30.00,30.00,29.95,62,16170,484184.00,
500325,RELIANCE    ,A ,Q,941.25,955.00,941.20,947.85,947.85,939.35,6501,289429,274710866.00,
500327,PILITA      ,B ,Q,12.10,12.15,11.65,11.65,11.65,11.90,39,25290,300393.00,
500329,PENTAMED.G  ,X ,Q,0.46,0.53,0.46,0.50,0.50,0.50,35,73991,37749.00,
500330,RAYMOND     ,A ,Q,953.00,967.15,943.05,950.25,950.00,952.30,1240,30051,28599160.00,
500331,PIDILITE    ,A ,Q,1117.45,1117.45,1081.80,1091.45,1093.80,1120.05,1396,42375,46421467.00,
500333,PIX TRANS   ,X ,Q,143.05,146.25,138.05,140.80,140.80,145.55,349,41743,5917498.00,
500335,BIRLA CORPN.,B ,Q,704.20,706.20,675.00,680.90,681.85,703.60,338,8914,6088744.00,
500336,SURYA ROSHNI,B ,Q,335.75,335.75,305.95,322.50,322.50,342.60,855,64291,20499542.00,
500337,PRIME SECUR.,B ,Q,37.35,38.75,35.75,36.35,36.35,38.85,153,67113,2562023.00,
500338,PRSMJOHNSN  ,B ,Q,103.25,106.00,100.00,104.55,104.55,105.30,638,37891,3896879.00,
500339,RAIN        ,A ,Q,201.40,204.70,201.30,201.30,201.30,211.85,295,42433,8557520.00,
500343,AMJLAND     ,B ,Q,23.70,23.85,22.50,22.90,22.85,23.90,145,20446,472281.00,
500346,PUN.COMMUNI.,B ,Q,31.00,31.90,30.05,30.85,30.05,32.35,10,3875,119586.00,
500350,RSWM  LTD   ,B ,Q,270.00,270.00,260.00,260.15,260.05,272.50,203,1645,435310.00,
500354,RAJSH.SUGAR ,B ,Q,27.95,28.95,27.05,28.00,28.00,27.00,38,2310,63836.00,
500355,RALLIS INDIA,A ,Q,205.15,205.15,200.65,202.70,205.00,205.75,223,11500,2332242.00,
500356,RAMANEWS    ,B ,Q,21.70,22.30,21.65,22.30,22.30,22.05,17,2901,63897.00,
500357,RAMA PAPER  ,XT,Q,10.81,10.81,10.81,10.81,10.81,10.81,4,500,5405.00,
500358,RAMA PETRO  ,X ,Q,5.61,5.61,5.35,5.61,5.61,5.35,11,5625,31166.00,
500360,RAPICUT CARB,X ,Q,60.60,62.95,60.30,61.05,61.95,62.10,39,3041,186005.00,
500365,RMGALLOY    ,XT,Q,27.00,27.00,25.20,25.20,25.20,26.50,111,95748,2431562.00,
500366,ROLTA (I)   ,B ,Q,36.70,36.75,35.65,36.40,36.40,36.70,1272,227748,8246330.00,
500367,RUBFILA INT.,X ,Q,65.15,66.65,62.20,63.30,63.20,66.05,147,55617,3591778.00,
500368,RUCHI SOYA  ,B ,Q,15.25,15.25,14.86,14.86,14.86,15.64,207,178160,2657108.00,
500378,JINDAL SAW  ,A ,Q,97.40,97.40,90.00,91.35,91.35,96.90,1319,180561,16923523.00,
500380,JK LAKSHMI  ,A ,Q,340.60,340.60,328.05,333.80,330.95,342.70,148,2569,854533.00,
500387,SHREE CEMENT,A ,Q,16354.95,16400.00,16046.40,16063.20,16063.20,16364.45,111,234,3771838.00,
500390,REL INFRA   ,A ,Q,428.00,430.00,408.25,415.50,415.50,429.35,3447,289247,120925884.00,
500399,STEELCO GUJ.,X ,Q,6.25,6.70,6.20,6.24,6.20,6.72,22,6404,40323.00,
500400,TATA POWER  ,A ,Q,77.00,79.10,76.30,78.70,78.70,77.15,1061,205808,16040595.00,
500402,SPMLINFRA   ,B ,Q,101.00,103.50,95.10,98.50,97.65,101.10,137,16823,1680577.00,
500403,SUNDARAM FAS,A ,Q,626.10,626.40,585.00,591.55,591.55,621.75,465,12147,7300461.00,
500404,SUNFLAG IRON,B ,Q,69.65,69.95,63.50,65.70,66.00,70.25,552,76927,5097616.00,
500405,SUPREME PET ,B ,Q,297.65,298.20,290.00,290.00,290.00,295.10,379,12298,3566889.00,
500407,SWARAJ ENGIN,B ,Q,1945.35,1945.35,1910.00,1917.45,1910.00,1934.55,57,376,722123.00,
500408,TATA ELXSI  ,A ,Q,1200.00,1217.65,1139.90,1163.60,1163.60,1204.70,2313,75185,88486499.00,
500410,ACC LTD     ,A ,Q,1301.05,1308.25,1266.00,1283.50,1281.00,1309.55,1511,31538,40407902.00,
500411,THERMAX     ,A ,Q,1110.90,1116.70,1072.00,1083.50,1083.50,1101.45,114,596,650519.00,
500412,THIRUMALAI  ,B ,Q,1446.00,1447.75,1176.95,1247.45,1247.45,1453.35,4367,51145,64091810.00,
500413,THOMAS COOK ,B ,Q,261.50,262.50,256.55,258.45,258.45,262.90,737,47339,12278325.00,
500414,TIMEX GROUP ,X ,Q,44.00,44.00,42.00,42.15,42.15,44.00,58,27351,1163140.00,
500418,TOKYO PLAST ,B ,Q,69.00,69.00,63.05,64.90,64.00,71.80,93,4505,295530.00,
500420,TORRENT PHAR,A ,Q,1418.30,1421.95,1370.00,1397.25,1390.90,1417.55,549,4400,6129188.00,
500422,TRANSCHEM   ,X ,Q,30.50,31.20,30.10,30.40,30.50,31.25,15,584,17692.00,
500425,AMBUJA CEME ,A ,Q,201.60,203.00,199.00,202.00,202.00,201.75,2505,666924,133695608.00,
500426,UTLINDS     ,XT,Q,12.00,12.15,11.95,12.10,12.10,12.05,11,1563,18882.00,
500429,UNIPHOS ENT.,B ,Q,78.35,79.00,75.20,79.00,79.00,77.50,6,165,12646.00,
500439,VARD HOLDNG ,B ,Q,3036.90,3086.20,3024.00,3046.45,3050.00,3107.15,23,52,158895.00,
500440,HINDALCO    ,A ,Q,240.00,243.00,238.00,242.10,242.10,241.50,1846,275317,66284992.00,
500444,WEST COAS PA,B ,Q,267.25,269.00,254.20,255.50,255.50,270.35,362,10381,2690564.00,
500449,HIND.ORG.CHM,B ,Q,22.55,23.20,20.55,20.85,20.85,22.75,278,48346,1045245.00,
500456,PAS.ACRYLON ,X ,Q,22.80,23.00,21.50,21.95,22.05,22.95,254,90570,1999543.00,
500459,PROCTER &GAM,A ,Q,9240.00,9340.00,9140.00,9245.95,9340.00,9210.70,124,436,4009542.00,
500460,MUKAND LTD. ,B ,Q,63.05,63.05,55.75,59.35,59.35,63.55,622,111837,6484649.00,
500463,AGCNET      ,B ,Q,110.50,110.50,106.10,107.35,107.50,112.70,25,2041,220376.00,
500464,UCAL FUEL   ,B ,Q,227.05,231.85,216.90,219.35,220.05,234.20,327,8587,1919165.00,
500467,HARR.MALAYAL,B ,Q,86.10,86.10,80.20,81.20,81.30,88.15,201,10374,857368.00,
500469,FEDERAL BANK,A ,Q,82.50,82.90,81.15,82.35,82.35,81.40,1269,1839502,149802527.00,
500470,TATA STEEL  ,A ,Q,565.25,574.00,561.00,571.95,571.95,566.95,5209,620811,350963378.00,
500472,SKF INDIA   ,A ,Q,1781.45,1785.00,1735.05,1755.65,1750.00,1790.15,45,296,523432.00,
500477,ASHOK LEYL. ,A ,Q,145.95,147.50,141.65,146.55,146.55,146.95,4858,1007424,145732113.00,
500480,CUMMINS (I) ,A ,Q,680.40,693.55,674.05,677.05,677.90,682.60,758,12705,8670552.00,
500483,TATA COMM   ,A ,Q,601.40,607.45,598.90,603.10,603.00,603.30,471,303948,183294772.00,
500488,ABBOTT (I)  ,B ,Q,6579.95,6579.95,6326.25,6340.80,6340.00,6518.95,83,344,2195501.00,
500490,BAJ HOLD INV,A ,Q,2774.95,2775.00,2734.20,2735.75,2734.25,2781.50,70,684,1879087.00,
500493,BHARAT FORGE,A ,Q,635.00,643.75,627.20,637.95,637.95,636.45,936,31380,19946196.00,
500495,ESCORTS LTD.,A ,Q,886.00,908.65,876.80,890.70,890.70,893.70,2835,136681,122274124.00,
500500,HIND.MOTORS ,B ,Q,7.18,7.18,6.60,6.60,6.60,6.94,121,86416,573065.00,
500510,LARSEN & TOU,A ,Q,1364.00,1364.00,1328.60,1334.00,1334.00,1360.30,3237,76146,101873624.00,
500520,MAH & MAH   ,A ,Q,914.80,915.90,900.00,901.90,901.90,914.60,2938,94791,85996154.00,
500530,BOSCH LTD   ,A ,Q,18144.70,18151.45,17812.00,17905.65,17812.00,18129.65,174,417,7507881.00,
500540,PREMIER LTD ,B ,Q,15.50,15.50,14.15,14.90,14.90,15.95,28,898,13407.00,
500547,BHARAT PET. ,A ,Q,412.00,412.00,404.80,407.40,407.40,409.05,2160,443656,180989997.00,
500550,SIEMENS LTD.,A ,Q,998.00,1000.95,955.00,966.70,966.70,994.25,1376,74880,71807539.00,
500570,TATA MOTORS ,A ,Q,286.00,288.30,283.70,285.35,285.35,286.65,5156,526276,150180200.00,
500575,VOLTAS LTD  ,A ,Q,533.00,535.50,514.75,517.55,517.50,532.45,1391,84315,44112468.00,
500620,GREAT EASTE ,A ,Q,329.85,329.85,314.00,315.70,315.70,327.65,232,5265,1678856.00,
500645,DEEPAK FERT.,A ,Q,305.55,308.50,283.30,285.25,285.25,309.35,717,27361,8059631.00,
